account_id,rating_region,industry,risk_band,risk_score_2025,covered_lives_2025,annual_premium_2025,paid_claims_2025,fy2025_mlr,recommended_rate_change_pct,expected_renewal_probability,premium_if_renewed,projected_2026_premium,projected_2026_paid_claims,projected_case_mlr,expected_contribution
ACC01665,R15,Professional services,0.50–0.99,0.9879,922,6960074.75,2977534.55,0.4278020936484913,12,0.8378623867092015,7795283.720000001,6531375.022714584,2494764.204572108,0.3819661550432958,4036610.818142476
ACC01666,R37,Healthcare,0.50–0.99,0.6308,227,1670763.49,669606.89,0.40077898159002745,6,0.825703531524496,1771009.2994000001,1462328.6328773038,552896.7738061348,0.37809337885851646,909431.8590711689
ACC01667,R13,Financial services,1.00–1.49,1.3945,88,575763.25,797127.73,1.3844713604072507,25,0.7680802522469623,719704.0625,552790.4778681635,612258.0679314485,1.1075770883258005,-59467.590063284966
ACC01668,R23,Financial services,0.50–0.99,0.9231,533,3838773.41,1455441.13,0.3791422349150845,7,0.8427943813515231,4107487.5487000006,3461767.427515701,1226637.6067519116,0.3543385373038172,2235129.820763789
ACC01669,R04,Manufacturing,1.00–1.49,1.2653,241,1630201.7,2275482.81,1.3958290007917427,25,0.6991332333897196,2037752.125,1424660.231998022,1590865.654478025,1.116663200633394,-166205.42248000298
ACC01670,R25,Logistics,0.15–0.49,0.1766,778,5015232.37,1281460.26,0.2555136363502136,0,0.8210319515564013,5015232.37,4117666.020249936,1052119.8181097733,0.2555136363502136,3065546.2021401627
ACC01671,R15,Financial services,0.50–0.99,0.6615,62,350406.07,233430.56,0.6661715648932679,13,0.7549443950006445,395958.85909999994,298926.9213283949,176227.09289386164,0.5895323583126266,122699.82843453326
ACC01672,R08,Financial services,1.00–1.49,1.0856,354,2080998.3,2285323.42,1.0981861061587603,25,0.6483201419845561,2601247.875,1686441.3916570249,1481621.2041350314,0.8785488849270083,204820.18752199342
ACC01673,R05,Logistics,0.50–0.99,0.9748,228,1356056.75,848455.85,0.6256787188294295,15,0.7847635180289502,1559465.2625,1223811.4456434401,665837.1977382433,0.5440684511560256,557974.2479051969
ACC01674,R14,Retail,0.50–0.99,0.7406,317,2158944.63,1257110.8,0.58228024124917,9,0.7756945586675529,2353249.6467,1825402.9461315311,975134.0072022143,0.5342020561918991,850268.9389293168
ACC01675,R04,Hospitality,0.50–0.99,0.8325,284,2061754.19,1125191.28,0.5457446311773956,14,0.8057019552935868,2350399.7766,1893721.6957282296,906568.8143752937,0.478723360681926,987152.8813529359
ACC01676,R18,Logistics,0.50–0.99,0.8636,162,854527.1,349581.84,0.40909391873002043,10,0.8427817086426561,939979.81,792197.7903613993,294621.18042564363,0.3719035624818367,497576.60993575567
ACC01677,R27,Technology,0.15–0.49,0.4322,76,451913.6,64227.63,0.1421236935555823,1,0.8666998475969967,456432.736,395590.1827294802,55666.07713251629,0.14071652827285377,339924.1055969639
ACC01678,R28,Professional services,0.50–0.99,0.9773,92,638804.17,259574.23,0.40634398175578595,11,0.8483039683197535,709072.6287000001,601509.1247531292,220197.84938254443,0.3660756592394468,381311.2753705848
ACC01679,R08,Financial services,0.15–0.49,0.3875,910,5082505.23,1654608.33,0.3255497545252895,3,0.8370537905007969,5234980.3869,4381960.176051973,1384996.1744206934,0.3160677228400869,2996964.00163128
ACC01680,R27,Logistics,1.50–2.49,1.7543,258,1324130.73,3082221.31,2.327731877350207,25,0.7715789464307691,1655163.4125,1277089.2419875064,2378177.0710362648,1.8621855018801654,-1101087.8290487584
ACC01681,R35,Technology,0.50–0.99,0.9779,138,864224.96,432908.02,0.500920524211659,13,0.8239540316623016,976574.2047999998,804652.253262366,356696.3084179443,0.44329249930235315,447955.94484442176
ACC01682,R24,Hospitality,1.50–2.49,2.4611,494,4371611.06,7627506.88,1.7447816778101024,25,0.9063651461617116,5464513.824999999,4952844.871698818,6913306.388140661,1.395825342248082,-1960461.5164418425
ACC01683,R28,Healthcare,1.00–1.49,1.349,1021,8775425.5,7691299.2,0.8764588338195111,25,0.6962330376995658,10969281.875,7637176.441214039,5354936.60587224,0.7011670670556089,2282239.835341799
ACC01684,R33,Financial services,0.50–0.99,0.5022,619,4608124.04,1780607.82,0.3864062261657349,2,0.8223859396314747,4700286.5208,3865449.5469452627,1464346.8351658517,0.37882963349581855,2401102.711779411
ACC01685,R11,Logistics,0.15–0.49,0.2305,827,6109517.53,1808035.9,0.295937590999923,4,0.8399228698700961,6353898.2312,5336784.437212031,1518610.701956162,0.2845553759614644,3818173.735255869
ACC01686,R10,Professional services,0.50–0.99,0.6003,365,2070449.12,1167853.4,0.5640580049607786,10,0.793619322317093,2277494.032,1807463.2702570637,926831.0238737129,0.5127800045097988,880632.2463833508
ACC01687,R46,Financial services,0.50–0.99,0.9475,190,1302698.86,618739.73,0.47496758383591425,11,0.8212146062086488,1445995.7346000003,1187472.817768925,508118.1037175957,0.42789872417649927,679354.7140513294
ACC01688,R35,Healthcare,0.50–0.99,0.7766,358,2266206.56,1161457.01,0.5125115382244767,10,0.8105028897498627,2492827.2160000005,2020443.6622151057,941364.2629252352,0.4659195802040697,1079079.3992898706
ACC01689,R17,Retail,0.50–0.99,0.6507,72,383425.63,282866.81,0.737735789858388,15,0.73515278154272,440939.47449999995,324157.8811706602,207950.3221776161,0.6415093824855548,116207.5589930441
ACC01690,R07,Healthcare,0.15–0.49,0.277,755,5047398.27,1304851.14,0.2585195520939147,0,0.8405192449273863,5047398.27,4242435.382748195,1096752.4949354392,0.2585195520939147,3145682.887812756
ACC01691,R16,Technology,0.50–0.99,0.6399,361,2304369.97,1188250.58,0.5156509568643615,9,0.8004831035374352,2511763.2673000004,2010624.0555596328,951174.5120585575,0.47307427235262517,1059449.5435010754
ACC01692,R22,Hospitality,1.50–2.49,2.0255,103,821969.56,1295827.35,1.5764906792898754,25,0.8693892502057411,1027461.9500000001,893264.3743254287,1126578.3682125926,1.2611925434319002,-233313.99388716382
ACC01693,R46,Retail,1.00–1.49,1.3578,62,537806.56,326434.66,0.6069741135176929,16,0.8031270675296689,623855.6096,501035.3262999819,262168.5112258445,0.5232535461359423,238866.8150741374
ACC01694,R31,Retail,0.15–0.49,0.3851,271,2118819.27,577784.98,0.27269196017836855,2,0.8518895691214874,2161195.6554,1841100.0356659365,492208.9976570672,0.26734505899840055,1348891.0380088694
ACC01695,R43,Logistics,0.50–0.99,0.6994,320,2744134.75,1403859.69,0.5115855516934801,8,0.7960998866470633,2963665.5300000003,2359373.7924928092,1117612.5400773813,0.4736903256421111,1241761.252415428
ACC01696,R03,Manufacturing,0.50–0.99,0.6902,177,1135436.96,603018.1799999999,0.5310890883805649,11,0.8126815437987363,1260335.0256,1024251.0143082278,490061.74546110415,0.47845863818068907,534189.2688471237
ACC01697,R05,Manufacturing,0.15–0.49,0.4829,135,900826.53,187616.06,0.20827101972673917,2,0.8642824078380148,918843.0606000001,794139.892840619,162153.26008588145,0.20418727424190114,631986.6327547375
ACC01698,R16,Manufacturing,0.50–0.99,0.937,490,2613501.5,1988403.33,0.7608196628163405,17,0.7416234651261167,3057796.755,2267733.825094495,1474646.5676629094,0.6502732160823423,793087.2574315856
ACC01699,R03,Financial services,2.50–5.00,4.8565,389,3052175.3,10207906.1,3.3444691397640236,25,0.9942210852977073,3815219.125,3793171.299106069,10148915.481359085,2.6755753118112184,-6355744.182253016
ACC01700,R32,Healthcare,0.15–0.49,0.1769,360,2106754.45,733845.96,0.3483300865936227,1,0.8204697254403194,2127821.9945,1745813.5276132878,602098.3933166876,0.344881273855072,1143715.1342966002
ACC01701,R25,Retail,0.15–0.49,0.4893,478,2922010.21,638592.28,0.2185455334189267,0,0.8553791607611986,2922010.21,2499426.6411654535,546238.5285349804,0.2185455334189267,1953188.112630473
ACC01702,R43,Professional services,1.50–2.49,1.7892,112,722674.01,1207633.48,1.6710625583449445,25,0.7828493139250073,903342.5125,707181.0661499173,945395.041290869,1.3368500466759556,-238213.9751409517
ACC01703,R47,Financial services,1.50–2.49,1.6483,73,439140.56,680578.75,1.5497970626990136,25,0.7892877001502275,548925.7,433260.30330635374,537172.4363586167,1.239837650159211,-103912.13305226294
ACC01704,R06,Professional services,1.50–2.49,1.9692,234,1395649.1,2836534.73,2.032412538366556,25,0.8682888325443745,1744561.375,1514783.1596007587,2462931.4291832726,1.6259300306932452,-948148.269582514
ACC01705,R10,Healthcare,0.15–0.49,0.306,62,419741.52,94821.8,0.22590521900239938,1,0.8498245805811543,423938.9352,360273.72779836116,80581.8964149501,0.22366853366574196,279691.8313834111
ACC01706,R44,Technology,0.15–0.49,0.3987,1076,7262334.65,1871984.95,0.25776627492647974,1,0.8474371298660445,7334957.9965,6215915.752241952,1586389.5531804308,0.255214133590574,4629526.199061521
ACC01707,R06,Logistics,0.50–0.99,0.6385,101,641484.33,263196.61,0.410293124385439,9,0.8377348861649839,699217.9197,585759.2443643963,220488.98211735967,0.3764157104453569,365270.2622470367
ACC01708,R15,Retail,0.50–0.99,0.7044,162,919345.01,408624.0,0.4444729623321717,7,0.8271785528805103,983699.1607000001,813694.8482175987,338005.00899224565,0.4153952918992258,475689.8392253531
ACC01709,R38,Logistics,1.00–1.49,1.0669,467,3455867.01,2706030.96,0.7830252009610752,18,0.7127911055857212,4077923.0717999996,2906707.2948418423,1928834.7997275905,0.6635806787805723,977872.4951142517
ACC01710,R11,Retail,0.15–0.49,0.2323,176,1303784.36,362866.78,0.27831809548628117,3,0.8518271351888477,1342897.8908000002,1143916.8631713102,309099.7696626019,0.27021174319056424,834817.0935087083
ACC01711,R11,Financial services,0.15–0.49,0.2778,322,2002995.25,464245.18,0.23177547725088216,2,0.860730761122971,2043055.155,1758520.4185793595,399590.1071290707,0.22723086004988446,1358930.3114502889
ACC01712,R46,Technology,1.00–1.49,1.299,474,3125326.87,2668304.86,0.8537682524068274,23,0.7200285462966399,3844152.0501,2767899.212376751,1921255.6694220593,0.6941205304120548,846643.5429546917
ACC01713,R26,Hospitality,0.50–0.99,0.5198,344,2328333.27,1257738.18,0.5401882093966728,9,0.7974305242341994,2537883.2643000004,2023785.5818959505,1002958.8162267677,0.49558551320795663,1020826.7656691828
ACC01714,R01,Logistics,0.50–0.99,0.8189,282,1861612.0,1099635.26,0.5906898215095304,13,0.7966109773562774,2103621.5599999996,1675768.0268993366,875981.5192040242,0.5227343553181687,799786.5076953124
ACC01715,R46,Manufacturing,1.50–2.49,2.414,112,722355.47,1507173.4,2.086470529530288,25,0.8880997256215534,902944.3374999999,801904.6183852853,1338520.2830041037,1.6691764236242304,-536615.6646188184
ACC01716,R06,Financial services,0.15–0.49,0.2889,201,1080430.69,313505.04,0.29016672971405505,2,0.840111151116552,1102039.3037999999,925835.5080911014,263379.0800352407,0.28447718599417166,662456.4280558608
ACC01717,R13,Technology,0.50–0.99,0.951,62,338143.8,81730.86,0.24170444645148012,11,0.870222220829773,375339.618,326628.8759413586,71124.01049952726,0.217751753559892,255504.86544183135
ACC01718,R13,Retail,0.15–0.49,0.3824,155,878631.53,262248.74,0.29847408275912884,5,0.848310826976938,922563.1065000001,782620.271813428,222468.44550306,0.2842610311991703,560151.826310368
ACC01719,R13,Professional services,0.50–0.99,0.5556,352,2438784.53,1212971.66,0.4973672930424895,11,0.8177238990335935,2707050.8283,2213620.1581995953,991875.9152324504,0.4480786423806211,1221744.242967145
ACC01720,R12,Technology,0.50–0.99,0.5003,151,822287.55,521665.1,0.6344071486914765,13,0.771971941202138,929184.9315,717304.6953058306,402710.8199044074,0.5614222554791828,314593.87540142314
ACC01721,R06,Healthcare,0.15–0.49,0.4782,109,672821.92,204413.97,0.3038158596259765,5,0.8520442407833224,706463.0160000001,601937.7441092163,174169.74587415485,0.28934843773902524,427767.9982350614
ACC01722,R43,Healthcare,1.50–2.49,2.2372,97,756208.75,702161.34,0.9285284519651484,25,0.8516592029618364,945260.9375,805040.1766222082,598002.167175015,0.7428227615721188,207038.00944719324
ACC01723,R47,Manufacturing,1.50–2.49,2.4261,62,492478.72,1028729.4,2.088880916519601,25,0.9070858670304225,615598.3999999999,558400.6084065407,933145.8997386863,1.6711047332156812,-374745.29133214557
ACC01724,R02,Healthcare,0.15–0.49,0.2078,162,764207.56,599041.26,0.7838724599897965,12,0.6586746254315087,855912.4672000002,563767.8237351186,394573.277548519,0.6998861249908895,169194.5461865996
ACC01725,R11,Healthcare,0.50–0.99,0.8767,699,5449884.29,2307057.77,0.42332233993173457,12,0.842025098154758,6103870.404800001,5139612.076725643,1942600.5452329472,0.3779663749390487,3197011.531492696
ACC01726,R16,Professional services,0.50–0.99,0.5099,203,1209681.72,614197.11,0.5077344725024033,8,0.8021368675458985,1306456.2576000001,1047956.7300570016,492670.1458711437,0.47012451157629936,555286.5841858579
ACC01727,R12,Healthcare,1.50–2.49,1.9716,341,3272401.66,3855349.86,1.1781407848326295,25,0.8572561098463971,4090502.075,3506607.8961331155,3305022.2230804516,0.9425126278661036,201585.67305266391
ACC01728,R19,Financial services,0.50–0.99,0.943,149,1078681.73,669228.74,0.6204135301336753,16,0.7920298075639339,1251270.8068,991043.7763201722,530049.1101584539,0.5348392501152374,460994.6661617183
ACC01729,R41,Hospitality,0.15–0.49,0.1685,91,479935.31,213886.76,0.4456574782963979,6,0.8086658374748725,508731.42860000004,411393.7267586074,172962.91590018707,0.42043158329848856,238430.8108584203
ACC01730,R20,Professional services,0.15–0.49,0.1662,180,974195.96,498279.02,0.5114771980783004,4,0.7845343710722725,1013163.7984,794861.8233709387,390917.0175742083,0.49180499815221196,403944.80579673033
ACC01731,R22,Logistics,1.00–1.49,1.3862,764,5172049.51,5693526.35,1.1008259567105343,25,0.7082571343110687,6465061.887499999,4578926.205584458,4032480.656775559,0.8806607653684274,546445.5488088992
ACC01732,R30,Technology,0.50–0.99,0.5218,126,797702.71,383841.53,0.4811836855863258,9,0.8111609424361989,869495.9539000001,705301.1574099858,311357.25722095254,0.4414529225562622,393943.90018903324
ACC01733,R38,Manufacturing,0.50–0.99,0.928,136,1009075.58,414342.6,0.41061602144806636,11,0.8425862673741819,1120073.8938,943758.8813602077,349119.3847481137,0.36992434364690663,594639.496612094
ACC01734,R25,Healthcare,0.50–0.99,0.865,584,3397003.24,2340187.12,0.6888975236891443,14,0.7470088364585831,3872583.693600001,2892854.239044619,1748140.4576065626,0.60429607341153,1144713.7814380561
ACC01735,R30,Retail,1.00–1.49,1.0198,492,2998186.16,2791446.49,0.9310450856060253,23,0.6491350628568504,3687768.9768000003,2393860.146556611,1812025.7927476845,0.7569472240699392,581834.3538089267
ACC01736,R12,Hospitality,0.50–0.99,0.5473,601,3778444.6,1978710.66,0.5236839148045204,12,0.8175708547787561,4231857.9520000005,3459843.7231189166,1617736.1656560367,0.4675749239326074,1842107.55746288
ACC01737,R29,Logistics,0.15–0.49,0.4711,194,1134696.07,568505.37,0.5010199515364497,6,0.7928040148839239,1202777.8342000002,953567.0959671508,450713.3398190707,0.47266033163816007,502853.75614808005
ACC01738,R13,Retail,0.15–0.49,0.3012,217,1161248.13,394532.64,0.3397487839226919,5,0.8334502548861763,1219310.5365,1016234.6774313253,328823.32936891605,0.3235702704025637,687411.3480624093
ACC01739,R30,Retail,0.15–0.49,0.4617,152,983448.98,264432.72,0.26888300804379295,2,0.8482758668005951,1003117.9596,850920.7566829342,224311.89476843903,0.26361079219979705,626608.8619144952
ACC01740,R45,Hospitality,0.50–0.99,0.5727,129,882743.14,405133.21,0.45894801289534803,10,0.8224656664319956,971017.4540000001,798628.5174212097,333208.15555638366,0.41722546626849816,465420.36186482606
ACC01741,R39,Technology,0.50–0.99,0.96,123,849030.99,499376.49,0.588172276255782,15,0.8085919539819001,976385.6384999999,789497.5712745801,403791.8118217228,0.5114541532658974,385705.7594528573
ACC01742,R47,Financial services,0.50–0.99,0.9756,495,2713704.49,1618883.16,0.5965583820808728,15,0.7916931310799706,3120760.1635,2470684.385190956,1281658.677793037,0.5187464192007589,1189025.707397919
ACC01743,R36,Technology,0.15–0.49,0.279,142,821339.97,211963.63,0.25807051615910037,0,0.8509631778584068,821339.97,698930.0709733284,180373.24417520352,0.25807051615910037,518556.82679812494
ACC01744,R26,Professional services,1.50–2.49,2.1548,183,1194809.3,2612879.2,2.1868587731950195,25,0.8674851956376889,1493511.625,1295599.2242002876,2266634.023989648,1.7494870185560156,-971034.7997893605
ACC01745,R14,Professional services,0.50–0.99,0.701,513,3214873.9,1552511.21,0.48291511838147055,8,0.8170461038850603,3472063.812,2836836.21003491,1268473.2353683806,0.4471436281309913,1568362.9746665296
ACC01746,R25,Manufacturing,0.15–0.49,0.2236,1925,8931983.42,3110217.52,0.3482112957168924,0,0.819658116637843,8931983.42,7321172.707877641,2549315.034777223,0.3482112957168924,4771857.6731004175
ACC01747,R44,Professional services,1.00–1.49,1.0638,137,916525.5,726332.03,0.7924842571210512,20,0.7247495627995199,1099830.5999999999,797101.7465035334,526408.8211897877,0.660403547600876,270692.92531374574
ACC01748,R44,Hospitality,0.50–0.99,0.7997,204,1229946.96,525023.77,0.42686700083392215,10,0.838771772162235,1352941.656,1134809.270435229,440375.1179901977,0.38806090984902014,694434.1524450313
ACC01749,R07,Healthcare,1.00–1.49,1.0489,162,1268619.76,1003368.7,0.7909136619470597,19,0.7326206015469748,1509657.5144,1106006.1963296388,735088.5805674061,0.664633329367277,370917.6157622327
ACC01750,R25,Technology,1.00–1.49,1.0237,266,1555908.75,2131781.03,1.3701195716008407,25,0.6106335900540358,1944885.9375,1187612.6822612341,1301737.1035579902,1.0960956572806726,-114124.42129675602
ACC01751,R32,Logistics,0.50–0.99,0.9766,62,420465.98,351924.45,0.8369867402827692,19,0.6982134558695491,500354.51619999995,349354.25591593824,245718.38643949034,0.7033502019182934,103635.8694764479
ACC01752,R39,Hospitality,0.50–0.99,0.6188,983,4572540.34,2944020.39,0.6438478769112401,13,0.7765921334676812,5166970.584199999,4012628.7095486284,2286303.075642455,0.5697768822223365,1726325.6339061735
ACC01753,R35,Manufacturing,1.00–1.49,1.2849,432,2285935.28,3340057.91,1.461134065877841,25,0.7065286168342771,2857419.0999999996,2018848.3644388448,2359846.4952986864,1.1689072527022726,-340998.1308598416
ACC01754,R06,Technology,1.00–1.49,1.3665,144,1070752.03,783364.3200000001,0.7316019937874879,23,0.7856455794035822,1317024.9969,1034714.8667785014,615446.7150704932,0.594798368932917,419268.15170800826
ACC01755,R09,Technology,1.50–2.49,2.2466,269,2209496.63,3441451.76,1.5575727580992056,25,0.8525885977815313,2761870.7874999996,2354739.5419683983,2934142.5303911828,1.2460582064793646,-579402.9884227845
ACC01756,R42,Financial services,0.50–0.99,0.5617,316,1869357.82,1194401.15,0.6389366108624404,11,0.7509951940492249,2074987.1802000003,1558305.4000439532,896989.5234168672,0.5756185683445408,661315.876627086
ACC01757,R27,Healthcare,0.50–0.99,0.7634,467,2297046.5,1739074.51,0.7570915564835105,13,0.7001637249224447,2595662.545,1817388.7561488727,1217636.8868392752,0.6699925278615138,599751.8693095974
ACC01758,R44,Technology,1.00–1.49,1.3114,620,3691575.27,4087327.72,1.107204220706571,25,0.6838423242746663,4614469.0875,3155569.2660895986,2795087.6881170725,0.8857633765652569,360481.5779725262
ACC01759,R39,Healthcare,0.50–0.99,0.629,64,492462.93,419085.45,0.8509989777301614,18,0.6534523686388556,581106.2574,379725.2603288905,273852.3799645807,0.7211855743475943,105872.88036430982
ACC01760,R05,Healthcare,1.50–2.49,2.2462,110,710414.18,1080712.68,1.5212431148263394,25,0.8412925920129439,888017.7250000001,747082.7336186877,909195.5717784552,1.2169944918610716,-162112.83815976745
ACC01761,R28,Retail,0.50–0.99,0.5106,635,4845503.2,2532103.12,0.5225676293021538,6,0.7832515649985308,5136233.392,4022962.8424817123,1983273.7314776627,0.4929883295303338,2039689.1110040497
ACC01762,R23,Manufacturing,0.50–0.99,0.6564,97,553306.6,402762.67,0.727919511533027,11,0.7193471625080562,614170.326,441801.6813047479,289726.1838286686,0.6557833437234478,152075.49747607927
ACC01763,R27,Manufacturing,0.15–0.49,0.4467,109,590507.73,156320.78,0.26472266501913533,2,0.8497571621371881,602317.8846,511823.93632217037,132834.70239587172,0.25953202452856405,378989.2339262987
ACC01764,R32,Healthcare,0.15–0.49,0.4219,222,1062744.72,279113.25,0.2626343323540577,2,0.8558285972289091,1083999.6144,927717.8693886305,238873.1012155018,0.25748463956280165,688844.7681731287
ACC01765,R12,Retail,0.50–0.99,0.874,220,1341358.9,937725.41,0.6990861357090933,17,0.7708763846324563,1569389.9129999997,1209805.622212085,722870.3738387879,0.5975095177000798,486935.24837329704
ACC01766,R34,Retail,1.00–1.49,1.2788,631,4555245.55,3822712.46,0.8391891102335856,21,0.7168663908216231,5511847.115499999,3951257.9484490585,2740374.0843490483,0.6935447192013104,1210883.8641000101
ACC01767,R45,Manufacturing,0.50–0.99,0.8021,147,1216931.47,366413.94,0.3010966098197789,9,0.8636839404794122,1326455.3023,1145638.142360274,316465.83554578695,0.27623542185300815,829172.3068144871
ACC01768,R44,Hospitality,0.50–0.99,0.8868,504,3881591.26,1882096.91,0.4848776658673742,13,0.82281915274829,4386198.123799999,3609047.8240112546,1548625.3848763746,0.4290952795286498,2060422.43913488
ACC01769,R33,Retail,1.00–1.49,1.457,313,2249724.56,1622502.74,0.721200616665713,19,0.7565274457556572,2677172.2264,2025354.266286378,1227467.8536237553,0.6060509383745488,797886.4126626228
ACC01770,R16,Manufacturing,0.50–0.99,0.662,487,3539320.6,1609776.47,0.45482640651428974,8,0.8136690660867314,3822466.248,3110222.5421582125,1309825.3169532951,0.4211355615873053,1800397.2252049174
ACC01771,R43,Professional services,0.50–0.99,0.5072,423,2996905.01,1779062.58,0.593633289698428,9,0.7703471556095891,3266626.4609,2516436.4025933337,1370495.7981544572,0.5446176969710348,1145940.6044388765
ACC01772,R40,Retail,0.50–0.99,0.6046,194,1123212.37,655281.41,0.5833993886659208,8,0.7715156459953396,1213069.3596000003,935901.9906089471,505559.860344887,0.5401846191351117,430342.1302640601
ACC01773,R23,Technology,0.50–0.99,0.7146,732,4622742.5,2552807.08,0.5522278344510861,8,0.7892663277397197,4992561.9,3940460.996826238,2014844.669459557,0.5113220689361908,1925616.327366681
ACC01774,R24,Retail,0.50–0.99,0.6565,67,549286.54,154504.75,0.28128260707061925,5,0.8499927315109689,576750.8670000001,490234.0448426496,131327.91448391936,0.2678881972101136,358906.1303587302
ACC01775,R31,Logistics,0.50–0.99,0.6183,197,1155993.01,710351.92,0.6144949959515759,11,0.7742817686119201,1283152.2411000002,993521.3866372571,550012.5409544732,0.5535990954518701,443508.84568278387
ACC01776,R20,Technology,1.00–1.49,1.3354,232,1749926.41,1630143.25,0.9315496015629595,25,0.6556930505166992,2187408.0124999997,1434268.232440795,1068873.6003717063,0.7452396812503677,365394.63206908875
ACC01777,R13,Professional services,0.15–0.49,0.4604,244,1743065.58,482949.83,0.2770692253586925,7,0.8571984132642878,1865080.1706000003,1598743.7628490075,413983.82796225755,0.258943201269806,1184759.9348867498
ACC01778,R31,Retail,0.50–0.99,0.9666,259,1635443.62,666746.88,0.40768564067038887,10,0.8411939685816358,1798987.9820000003,1513297.8400092486,560863.4540266236,0.37062330970035345,952434.385982625
ACC01779,R01,Hospitality,1.50–2.49,1.941,275,2000358.93,3623854.99,1.811602375779631,25,0.8425330958830292,2500448.6625,2106710.7527127047,3053217.763755864,1.4492819006237045,-946507.0110431593
ACC01780,R44,Manufacturing,0.15–0.49,0.4411,235,1781431.48,380555.57,0.21362346757226947,1,0.8567674284404386,1799245.7948,1541535.1927430693,326047.6170875853,0.21150838373492026,1215487.5756554839
ACC01781,R10,Manufacturing,0.50–0.99,0.9207,297,2479177.96,1227324.03,0.49505281581319,11,0.8201359587924708,2751887.5356,2256921.9224983556,1006572.5700930892,0.4459935277596306,1250349.3524052664
ACC01782,R14,Financial services,0.15–0.49,0.3948,528,2712272.99,1120870.57,0.41325875903074194,3,0.8179620794468773,2793641.1797,2285092.5485758395,916829.6222280067,0.4012220961463514,1368262.9263478327
ACC01783,R09,Professional services,0.50–0.99,0.6763,899,5435805.71,3516044.56,0.6468304327970545,13,0.7612175043453433,6142460.452299999,4675748.416039774,2676474.665130221,0.5724163122097828,1999273.7509095534
ACC01784,R02,Manufacturing,1.00–1.49,1.4542,124,892930.88,1260336.88,1.411460739267971,25,0.7260607258373598,1116163.6,810402.5535692406,915081.1098923933,1.1291685914143768,-104678.55632315273
ACC01785,R27,Technology,0.50–0.99,0.8467,205,1412410.73,816471.31,0.5780693198217207,11,0.7936834836052478,1567775.9103,1244317.8459992926,648019.7935845403,0.5207831710105592,596298.0524147523
ACC01786,R16,Technology,0.50–0.99,0.7229,526,4356332.89,1862773.22,0.4276012111645582,9,0.823722990731198,4748402.8501,3911368.596880917,1534409.1278323838,0.39229468914179644,2376959.469048533
ACC01787,R01,Manufacturing,0.15–0.49,0.4063,412,2534510.41,557980.61,0.22015321294340234,3,0.8653303336792457,2610545.7223,2258984.4009627867,482837.54743784905,0.21374098344019646,1776146.8535249378
ACC01788,R37,Technology,1.50–2.49,2.3356,696,5753691.64,10437872.02,1.814117382905143,25,0.8622171357833027,7192114.55,6201164.407526417,8999712.116757076,1.4512939063241144,-2798547.7092306595
ACC01789,R13,Logistics,0.50–0.99,0.7118,349,2087927.82,1760995.84,0.8434179683472008,19,0.6900889399088822,2484634.1058,1714618.5161329755,1215243.7524095515,0.7087545952497486,499374.76372342394
ACC01790,R36,Hospitality,0.50–0.99,0.62,68,474035.78,349142.57,0.7365321031252113,16,0.7277072652773516,549881.5048,400152.7660846029,254073.58480660632,0.6349414682113891,146079.1812779966
ACC01791,R41,Hospitality,0.50–0.99,0.8401,231,1744063.31,625314.03,0.35853860717934605,11,0.8547722535220366,1935910.2741000003,1654762.3876089207,534501.0825820464,0.323007754215627,1120261.3050268744
ACC01792,R26,Manufacturing,0.15–0.49,0.3921,465,2842563.92,709370.22,0.24955295288487303,3,0.8506657842608139,2927840.8376,2490614.0223078425,603436.974527566,0.24228442027657573,1887177.0477802765
ACC01793,R25,Logistics,0.50–0.99,0.7808,170,1180762.73,512466.82,0.4340133770990553,7,0.8260608240237937,1263416.1211,1043658.5620808111,423328.76361405314,0.4056199785972479,620329.798466758
ACC01794,R26,Retail,1.00–1.49,1.464,74,459475.27,325139.5,0.707632208366731,21,0.7922382260099725,555965.0767,440456.7860883063,257587.94068576946,0.5848200069146537,182868.84540253683
ACC01795,R47,Hospitality,0.50–0.99,0.5274,68,448455.11,218620.81,0.48749764497053005,11,0.8115541905986021,497785.1721,403979.6424356014,177422.63450756078,0.43918706754101805,226557.0079280406
ACC01796,R35,Logistics,0.15–0.49,0.1881,121,595399.76,190409.5,0.31980110304377685,2,0.8303010146550204,607307.7552,504248.24535042275,158097.2010499551,0.31353049318017334,346151.04430046765
ACC01797,R47,Manufacturing,1.00–1.49,1.3454,301,2917823.66,1902944.15,0.6521792855706707,21,0.8124998379526592,3530566.6286,2868584.8136185664,1546141.8135079609,0.538991145099728,1322443.0001106055
ACC01798,R32,Manufacturing,0.15–0.49,0.3813,188,1003363.75,365629.04,0.3644032784720397,5,0.8344515461928399,1053531.9375,879121.3542104134,305099.7177610037,0.34705074140194253,574021.6364494096
ACC01799,R06,Retail,0.15–0.49,0.4604,136,719302.89,343475.33,0.4775113999611485,7,0.8104344562989764,769654.0923,623754.1958314327,278364.2423206615,0.4462723364122883,345389.9535107712
ACC01800,R20,Technology,0.50–0.99,0.6451,105,776962.27,281900.59,0.36282404034883187,6,0.8326214817704425,823580.0062000001,685730.4051187542,234716.486957762,0.3422868305177659,451013.9181609922
ACC01801,R01,Healthcare,1.00–1.49,1.0241,338,2541175.22,2567661.5,1.0104228467960583,25,0.636152764518367,3176469.0250000004,2020719.551660712,1633424.961572377,0.8083382774368466,387294.5900883351
