quote_id,account_id,year,offered_rate_change_pct,renewed,premium,risk_score_at_quote,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,medical_cost_inflation_pct,utilization_trend_pct,unemployment_rate_pct,paid_claims,allowed_claims,claim_count,unique_members,claim_severity,median_claim,p90_claim,max_claim,provider_count,mlr,claims_per_life,paid_per_life,claims_premium_gap,loss_making
Q202302565,ACC02565,2023,-15,1,1496158.44,2.6564,R24,Logistics,201,1803200.55,2.6464,2.50–5.00,5,4.632,1.054,6.357,,,,,,,,,,,,,,False
Q202302566,ACC02566,2023,5,1,1171478.21,0.8579,R16,Technology,173,1106401.04,0.9058,0.50–0.99,6,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302567,ACC02567,2023,15,1,1636716.86,0.2586,R27,Professional services,228,1461620.54,0.2784,0.15–0.49,11,5.756,1.129,3.181,,,,,,,,,,,,,,False
Q202302568,ACC02568,2023,15,1,1251462.41,0.2069,R25,Hospitality,278,1172013.6,0.2467,0.15–0.49,7,5.785,1.143,4.006,,,,,,,,,,,,,,False
Q202302569,ACC02569,2023,10,1,3931161.32,1.7353,R23,Logistics,558,3513903.9,1.809,1.50–2.49,11,5.607,2.166,2.642,,,,,,,,,,,,,,False
Q202302570,ACC02570,2023,10,1,2884017.31,2.5015,R11,Retail,413,2766526.1,2.4598,1.50–2.49,2,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302571,ACC02571,2023,5,0,4257447.42,0.7429,R42,Manufacturing,483,4121073.97,0.726,0.50–0.99,1,5.459,2.631,3.842,,,,,,,,,,,,,,False
Q202302572,ACC02572,2023,20,0,1572260.09,0.8305,R21,Hospitality,208,1385827.54,0.8771,0.50–0.99,5,6.288,1.973,3.375,,,,,,,,,,,,,,False
Q202302573,ACC02573,2023,20,1,1819182.87,1.1539,R44,Professional services,216,1588163.39,1.0464,1.00–1.49,8,4.562,2.596,2.521,,,,,,,,,,,,,,False
Q202302574,ACC02574,2023,5,1,1655972.53,1.0845,R33,Technology,218,1660952.9,1.101,1.00–1.49,2,5.225,2.295,3.243,,,,,,,,,,,,,,False
Q202302575,ACC02575,2023,5,1,666725.2,0.1992,R32,Financial services,113,693063.32,0.1775,0.15–0.49,1,4.925,2.096,2.825,,,,,,,,,,,,,,False
Q202302576,ACC02576,2023,-5,1,2364324.46,0.2998,R12,Healthcare,310,2419731.09,0.3236,0.15–0.49,4,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302577,ACC02577,2023,0,1,1039362.36,0.3714,R01,Manufacturing,190,1048017.15,0.3539,0.15–0.49,6,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302578,ACC02578,2023,15,1,4424363.46,1.2655,R01,Retail,444,3738805.41,1.3053,1.00–1.49,2,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302579,ACC02579,2023,-5,1,1733396.34,1.2996,R11,Logistics,317,1879897.57,1.2636,1.00–1.49,2,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302580,ACC02580,2023,-5,1,1556714.36,0.8828,R18,Professional services,328,1665188.47,0.9417,0.50–0.99,8,5.769,1.981,3.24,,,,,,,,,,,,,,False
Q202302581,ACC02581,2023,15,1,3123956.19,0.9802,R46,Hospitality,385,2705538.88,0.9551,0.50–0.99,2,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302582,ACC02582,2023,25,0,1716567.08,0.7857,R09,Hospitality,208,1379628.15,0.774,0.50–0.99,2,5.482,2.321,3.675,,,,,,,,,,,,,,False
Q202302583,ACC02583,2023,20,1,888860.68,0.6445,R38,Logistics,76,800030.4,0.6709,0.50–0.99,2,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302584,ACC02584,2023,15,1,1593038.46,1.3378,R04,Manufacturing,214,1502491.16,1.3233,1.00–1.49,4,5.506,2.886,3.088,,,,,,,,,,,,,,False
Q202302585,ACC02585,2023,-5,1,4393268.74,1.1493,R15,Healthcare,759,4835399.88,1.1681,1.00–1.49,10,6.813,1.534,2.978,,,,,,,,,,,,,,False
Q202302586,ACC02586,2023,-5,1,5120716.21,0.6067,R35,Professional services,776,5250418.25,0.5689,0.50–0.99,6,5.424,1.901,4.92,,,,,,,,,,,,,,False
Q202302587,ACC02587,2023,-15,1,4132589.28,1.8964,R43,Healthcare,695,5068988.1,1.8787,1.50–2.49,4,6.448,2.811,2.638,,,,,,,,,,,,,,False
Q202302588,ACC02588,2023,-10,0,1550063.51,0.2545,R14,Professional services,364,1827066.58,0.265,0.15–0.49,7,6.168,2.655,2.22,,,,,,,,,,,,,,False
Q202302589,ACC02589,2023,10,0,1127532.55,1.069,R04,Healthcare,176,1023033.62,0.9339,0.50–0.99,6,5.506,2.886,3.088,,,,,,,,,,,,,,False
Q202302590,ACC02590,2023,0,1,1479339.51,0.612,R12,Hospitality,199,1467545.46,0.5632,0.50–0.99,11,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302591,ACC02591,2023,20,1,3677787.15,0.9749,R05,Professional services,480,3198941.39,0.9896,0.50–0.99,11,5.382,2.275,3.796,,,,,,,,,,,,,,False
Q202302592,ACC02592,2023,15,1,3092581.63,2.2838,R17,Technology,288,2834083.71,2.2202,1.50–2.49,8,6.352,0.776,2.956,,,,,,,,,,,,,,False
Q202302593,ACC02593,2023,5,1,2566269.5,0.2976,R06,Professional services,426,2661412.34,0.3135,0.15–0.49,6,5.043,2.543,3.931,,,,,,,,,,,,,,False
Q202302594,ACC02594,2023,0,1,1823352.83,0.6238,R02,Professional services,221,1940687.02,0.5826,0.50–0.99,6,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302595,ACC02595,2023,0,1,1283705.05,0.8114,R12,Professional services,191,1392110.09,0.8378,0.50–0.99,3,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302596,ACC02596,2023,10,0,499085.43,0.7125,R16,Healthcare,115,493843.15,0.7694,0.50–0.99,1,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302597,ACC02597,2023,0,1,907454.07,0.8833,R48,Professional services,187,904936.75,0.9213,0.50–0.99,7,6.162,1.375,4.062,,,,,,,,,,,,,,False
Q202302598,ACC02598,2023,15,1,3134751.41,0.8314,R40,Healthcare,416,2686565.94,0.8068,0.50–0.99,8,6.796,2.021,3.113,,,,,,,,,,,,,,False
Q202302599,ACC02599,2023,-5,1,1082740.95,0.3033,R39,Healthcare,178,1133902.47,0.3488,0.15–0.49,1,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302600,ACC02600,2023,-5,0,2059438.21,0.6846,R06,Healthcare,298,2122587.1,0.6967,0.50–0.99,5,5.043,2.543,3.931,,,,,,,,,,,,,,False
Q202302601,ACC02601,2023,20,1,1579354.36,1.1474,R32,Financial services,172,1303925.95,1.1763,1.00–1.49,12,4.925,2.096,2.825,,,,,,,,,,,,,,False
Q202302602,ACC02602,2023,0,1,701384.23,0.7992,R03,Healthcare,81,727901.47,0.809,0.50–0.99,8,6.801,1.503,3.485,,,,,,,,,,,,,,False
Q202302603,ACC02603,2023,10,1,2549102.66,0.2282,R23,Logistics,405,2342005.49,0.2884,0.15–0.49,12,5.607,2.166,2.642,,,,,,,,,,,,,,False
Q202302604,ACC02604,2023,15,0,2585115.36,0.2431,R25,Retail,440,2292341.25,0.2216,0.15–0.49,1,5.785,1.143,4.006,,,,,,,,,,,,,,False
Q202302605,ACC02605,2023,25,1,3944158.47,4.226,R44,Professional services,379,3068613.85,4.2721,2.50–5.00,10,4.562,2.596,2.521,,,,,,,,,,,,,,False
Q202302606,ACC02606,2023,0,1,1635427.13,0.8558,R25,Financial services,332,1608740.54,0.9059,0.50–0.99,11,5.785,1.143,4.006,,,,,,,,,,,,,,False
Q202302607,ACC02607,2023,15,0,4945062.59,0.7428,R23,Hospitality,565,4546492.47,0.6939,0.50–0.99,5,5.607,2.166,2.642,,,,,,,,,,,,,,False
Q202302608,ACC02608,2023,10,1,2347904.95,1.0463,R45,Retail,323,2168462.99,1.1141,1.00–1.49,11,6.557,2.116,3.778,,,,,,,,,,,,,,False
Q202302609,ACC02609,2023,10,1,1261548.51,1.3632,R04,Logistics,150,1157151.01,1.3615,1.00–1.49,1,5.506,2.886,3.088,,,,,,,,,,,,,,False
Q202302610,ACC02610,2023,-10,1,971072.94,1.046,R37,Logistics,188,1052751.44,0.9731,0.50–0.99,6,5.577,2.39,2.861,,,,,,,,,,,,,,False
Q202302611,ACC02611,2023,-10,1,1621593.62,0.7199,R02,Financial services,350,1878971.0,0.6855,0.50–0.99,6,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302612,ACC02612,2023,25,0,7715250.27,0.6568,R47,Professional services,934,6760007.15,0.6705,0.50–0.99,7,5.224,1.71,4.764,,,,,,,,,,,,,,False
Q202302613,ACC02613,2023,25,1,5921845.43,1.4282,R13,Healthcare,815,4840982.29,1.3399,1.00–1.49,9,6.285,1.878,3.272,,,,,,,,,,,,,,False
Q202302614,ACC02614,2023,20,0,1783925.85,0.428,R04,Manufacturing,212,1525458.61,0.4457,0.15–0.49,10,5.506,2.886,3.088,,,,,,,,,,,,,,False
Q202302615,ACC02615,2023,10,1,913477.58,1.338,R30,Manufacturing,155,817906.96,1.3595,1.00–1.49,3,5.696,1.907,2.377,,,,,,,,,,,,,,False
Q202302616,ACC02616,2023,20,0,3799074.53,0.1605,R01,Logistics,517,3369622.17,0.1732,0.15–0.49,2,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302617,ACC02617,2023,0,1,405372.25,0.7007,R10,Technology,83,444200.6,0.6811,0.50–0.99,3,6.622,1.416,4.098,,,,,,,,,,,,,,False
Q202302618,ACC02618,2023,10,1,7673954.14,0.5236,R03,Professional services,1018,7182124.04,0.5207,0.50–0.99,6,6.801,1.503,3.485,,,,,,,,,,,,,,False
Q202302619,ACC02619,2023,5,1,3575335.11,0.342,R32,Financial services,550,3354985.27,0.2922,0.15–0.49,6,4.925,2.096,2.825,,,,,,,,,,,,,,False
Q202302620,ACC02620,2023,5,1,2710882.1,0.5783,R01,Professional services,426,2548596.01,0.5527,0.50–0.99,2,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302621,ACC02621,2023,-10,1,784388.04,0.9231,R15,Professional services,189,865608.74,0.955,0.50–0.99,9,6.813,1.534,2.978,,,,,,,,,,,,,,False
Q202302622,ACC02622,2023,15,1,3064734.91,2.3324,R38,Professional services,342,2849540.01,2.3751,1.50–2.49,12,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302623,ACC02623,2023,10,0,1003115.62,1.2993,R19,Logistics,159,950698.11,1.3155,1.00–1.49,9,6.275,2.084,4.082,,,,,,,,,,,,,,False
Q202302624,ACC02624,2023,15,1,2211362.04,0.6169,R36,Technology,328,2010479.13,0.6228,0.50–0.99,11,6.539,1.557,2.231,,,,,,,,,,,,,,False
Q202302625,ACC02625,2023,10,1,990351.04,1.417,R20,Retail,136,892214.73,1.3683,1.00–1.49,11,6.455,1.68,4.003,,,,,,,,,,,,,,False
Q202302626,ACC02626,2023,5,0,1231439.28,0.6812,R09,Hospitality,166,1187781.91,0.7263,0.50–0.99,9,5.482,2.321,3.675,,,,,,,,,,,,,,False
Q202302627,ACC02627,2023,15,1,1349649.96,1.4624,R18,Manufacturing,182,1219789.1,1.3933,1.00–1.49,5,5.769,1.981,3.24,,,,,,,,,,,,,,False
Q202302628,ACC02628,2023,0,1,1201834.13,0.8408,R26,Healthcare,259,1231433.71,0.9066,0.50–0.99,6,6.258,1.77,3.47,,,,,,,,,,,,,,False
Q202302629,ACC02629,2023,0,1,3285273.2,0.9048,R18,Healthcare,400,3331379.69,0.8901,0.50–0.99,3,5.769,1.981,3.24,,,,,,,,,,,,,,False
Q202302630,ACC02630,2023,-10,1,1119680.19,2.1498,R01,Financial services,206,1355357.81,2.1491,1.50–2.49,1,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302631,ACC02631,2023,20,0,4858655.87,0.3683,R38,Manufacturing,588,4357023.1,0.4007,0.15–0.49,6,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302632,ACC02632,2023,15,1,6383804.35,0.7184,R38,Retail,859,5849399.21,0.7494,0.50–0.99,8,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302633,ACC02633,2023,15,1,6172091.22,0.7783,R38,Technology,1017,5359791.89,0.7234,0.50–0.99,2,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302634,ACC02634,2023,0,1,988199.92,0.8162,R39,Logistics,133,1049167.82,0.734,0.50–0.99,5,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302635,ACC02635,2023,0,0,2383957.59,0.6306,R46,Hospitality,347,2320170.08,0.6312,0.50–0.99,4,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302636,ACC02636,2023,15,1,2116883.93,0.7837,R41,Professional services,326,1791868.21,0.8542,0.50–0.99,11,5.738,2.89,2.604,,,,,,,,,,,,,,False
Q202302637,ACC02637,2023,10,1,1331532.87,1.4947,R11,Retail,186,1261176.54,1.4638,1.00–1.49,1,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302638,ACC02638,2023,10,1,1371079.48,0.5307,R46,Professional services,245,1327294.55,0.5186,0.50–0.99,12,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302639,ACC02639,2023,10,1,2001407.94,0.7901,R17,Technology,299,1786153.05,0.8276,0.50–0.99,1,6.352,0.776,2.956,,,,,,,,,,,,,,False
Q202302640,ACC02640,2023,5,0,3607665.1,0.4643,R46,Retail,652,3456372.83,0.4817,0.15–0.49,6,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302641,ACC02641,2023,-15,1,1182846.12,0.249,R05,Manufacturing,235,1401094.81,0.3107,0.15–0.49,8,5.382,2.275,3.796,,,,,,,,,,,,,,False
Q202302642,ACC02642,2023,10,1,3857672.7,0.3893,R41,Manufacturing,606,3805223.64,0.4754,0.15–0.49,1,5.738,2.89,2.604,,,,,,,,,,,,,,False
Q202302643,ACC02643,2023,10,0,1277897.11,0.5413,R26,Technology,153,1162745.53,0.5905,0.50–0.99,10,6.258,1.77,3.47,,,,,,,,,,,,,,False
Q202302644,ACC02644,2023,10,1,3682159.28,2.3637,R22,Retail,480,3663536.07,2.3734,1.50–2.49,3,6.388,1.245,4.347,,,,,,,,,,,,,,False
Q202302645,ACC02645,2023,15,1,6332175.83,1.3652,R39,Manufacturing,835,5881808.58,1.3806,1.00–1.49,10,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302646,ACC02646,2023,10,1,2891405.54,0.6802,R01,Hospitality,433,2849624.63,0.7511,0.50–0.99,4,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302647,ACC02647,2023,-5,1,1138425.74,0.3275,R02,Financial services,197,1166036.12,0.3082,0.15–0.49,3,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302648,ACC02648,2023,5,1,868334.83,0.6934,R29,Manufacturing,118,832886.29,0.6447,0.50–0.99,2,6.353,2.087,3.243,,,,,,,,,,,,,,False
Q202302649,ACC02649,2023,10,0,890076.64,0.6989,R47,Technology,174,888161.29,0.6844,0.50–0.99,10,5.224,1.71,4.764,,,,,,,,,,,,,,False
Q202302650,ACC02650,2023,10,1,1901882.27,0.8035,R08,Technology,193,1748259.76,0.8245,0.50–0.99,10,5.912,1.592,3.233,,,,,,,,,,,,,,False
Q202302651,ACC02651,2023,20,1,679525.86,0.8889,R08,Hospitality,105,606896.61,0.9411,0.50–0.99,9,5.912,1.592,3.233,,,,,,,,,,,,,,False
Q202302652,ACC02652,2023,-10,1,1447958.04,0.19,R16,Retail,247,1593141.89,0.2245,0.15–0.49,3,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302653,ACC02653,2023,15,1,963453.42,3.6184,R27,Retail,151,881962.87,3.7326,2.50–5.00,10,5.756,1.129,3.181,,,,,,,,,,,,,,False
Q202302654,ACC02654,2023,0,1,4383214.98,1.1332,R22,Retail,475,4545278.8,1.0271,1.00–1.49,1,6.388,1.245,4.347,,,,,,,,,,,,,,False
Q202302655,ACC02655,2023,5,1,1357266.97,0.3917,R46,Professional services,234,1341688.39,0.4018,0.15–0.49,5,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302656,ACC02656,2023,-5,0,1675763.84,0.3474,R12,Technology,201,1903843.76,0.2931,0.15–0.49,11,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302657,ACC02657,2023,5,1,2691530.29,4.4469,R39,Hospitality,429,2804595.18,4.4577,2.50–5.00,7,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302658,ACC02658,2023,-5,1,2060447.66,0.487,R18,Professional services,323,2125230.05,0.447,0.15–0.49,1,5.769,1.981,3.24,,,,,,,,,,,,,,False
Q202302659,ACC02659,2023,5,1,1709517.74,0.9207,R05,Technology,302,1774954.61,0.8977,0.50–0.99,11,5.382,2.275,3.796,,,,,,,,,,,,,,False
Q202302660,ACC02660,2023,10,1,865292.93,0.5662,R48,Manufacturing,113,792937.02,0.6487,0.50–0.99,6,6.162,1.375,4.062,,,,,,,,,,,,,,False
Q202302661,ACC02661,2023,15,1,1411226.85,0.8929,R31,Healthcare,148,1339698.18,1.0084,1.00–1.49,11,6.06,1.539,3.951,,,,,,,,,,,,,,False
Q202302662,ACC02662,2023,-10,1,834925.85,0.7982,R39,Manufacturing,129,914195.95,0.7646,0.50–0.99,9,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302663,ACC02663,2023,10,1,2347645.63,4.1008,R11,Technology,258,2113358.22,4.0285,2.50–5.00,7,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302664,ACC02664,2023,15,0,566867.2,0.48,R03,Retail,88,521337.08,0.4379,0.15–0.49,8,6.801,1.503,3.485,,,,,,,,,,,,,,False
Q202302665,ACC02665,2023,0,1,2051857.14,0.8745,R01,Retail,405,2155703.25,0.8826,0.50–0.99,3,5.669,1.971,2.571,,,,,,,,,,,,,,False
Q202302666,ACC02666,2023,5,1,1623208.81,0.642,R22,Manufacturing,252,1653202.6,0.7222,0.50–0.99,5,6.388,1.245,4.347,,,,,,,,,,,,,,False
Q202302667,ACC02667,2023,15,1,1062867.17,0.7032,R16,Healthcare,144,970212.34,0.6552,0.50–0.99,9,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302668,ACC02668,2023,-10,1,1880749.4,1.7007,R09,Hospitality,205,2049974.94,1.7135,1.50–2.49,6,5.482,2.321,3.675,,,,,,,,,,,,,,False
Q202302669,ACC02669,2023,10,1,1051508.96,1.3711,R39,Retail,137,981133.1,1.3194,1.00–1.49,9,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302670,ACC02670,2023,-5,1,681680.09,0.7205,R38,Technology,107,738652.5,0.7467,0.50–0.99,10,5.278,1.938,2.579,,,,,,,,,,,,,,False
Q202302671,ACC02671,2023,0,1,876899.82,0.8004,R28,Technology,139,936672.64,0.7468,0.50–0.99,3,5.578,2.691,2.547,,,,,,,,,,,,,,False
Q202302672,ACC02672,2023,-15,1,921264.7,1.6311,R24,Healthcare,173,1066772.36,1.5764,1.50–2.49,7,4.632,1.054,6.357,,,,,,,,,,,,,,False
Q202302673,ACC02673,2023,25,1,2024819.96,1.3567,R22,Professional services,252,1598643.06,1.3529,1.00–1.49,3,6.388,1.245,4.347,,,,,,,,,,,,,,False
Q202302674,ACC02674,2023,5,0,1034982.18,0.4912,R11,Retail,151,988152.35,0.5048,0.50–0.99,9,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302675,ACC02675,2023,0,1,4490774.27,0.4325,R47,Hospitality,677,4882445.47,0.5279,0.50–0.99,11,5.224,1.71,4.764,,,,,,,,,,,,,,False
Q202302676,ACC02676,2023,0,1,3563672.83,1.3659,R33,Hospitality,503,3837490.32,1.4738,1.00–1.49,2,5.225,2.295,3.243,,,,,,,,,,,,,,False
Q202302677,ACC02677,2023,20,1,6174089.47,0.8038,R16,Healthcare,671,5155156.39,0.8056,0.50–0.99,5,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302678,ACC02678,2023,-5,1,674059.26,0.4723,R13,Manufacturing,122,728970.32,0.4344,0.15–0.49,7,6.285,1.878,3.272,,,,,,,,,,,,,,False
Q202302679,ACC02679,2023,0,1,3430897.38,0.9632,R47,Manufacturing,618,3397078.08,0.983,0.50–0.99,11,5.224,1.71,4.764,,,,,,,,,,,,,,False
Q202302680,ACC02680,2023,-5,1,554075.58,2.8667,R40,Technology,71,604251.89,2.8257,2.50–5.00,8,6.796,2.021,3.113,,,,,,,,,,,,,,False
Q202302681,ACC02681,2023,25,1,851355.88,3.7289,R28,Retail,74,747095.59,3.7151,2.50–5.00,3,5.578,2.691,2.547,,,,,,,,,,,,,,False
Q202302682,ACC02682,2023,5,1,1322663.38,1.1426,R39,Professional services,216,1281091.17,1.2202,1.00–1.49,8,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302683,ACC02683,2023,10,1,2460506.15,0.8292,R12,Technology,303,2302430.02,0.7471,0.50–0.99,12,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302684,ACC02684,2023,25,0,2249711.45,0.4872,R09,Healthcare,329,1877477.98,0.5375,0.50–0.99,5,5.482,2.321,3.675,,,,,,,,,,,,,,False
Q202302685,ACC02685,2023,5,1,763028.77,0.9707,R21,Technology,170,753977.63,0.9001,0.50–0.99,7,6.288,1.973,3.375,,,,,,,,,,,,,,False
Q202302686,ACC02686,2023,15,1,551800.27,0.773,R31,Healthcare,77,502833.52,0.6742,0.50–0.99,11,6.06,1.539,3.951,,,,,,,,,,,,,,False
Q202302687,ACC02687,2023,20,1,5442991.61,0.3409,R37,Professional services,707,4647624.19,0.3953,0.15–0.49,7,5.577,2.39,2.861,,,,,,,,,,,,,,False
Q202302688,ACC02688,2023,-15,1,1364075.23,0.8491,R02,Financial services,295,1588403.48,0.9208,0.50–0.99,7,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302689,ACC02689,2023,-5,1,2786778.18,2.2255,R29,Retail,444,3157771.04,2.2661,1.50–2.49,5,6.353,2.087,3.243,,,,,,,,,,,,,,False
Q202302690,ACC02690,2023,-15,1,608477.93,3.2563,R29,Logistics,96,747249.91,3.2114,2.50–5.00,4,6.353,2.087,3.243,,,,,,,,,,,,,,False
Q202302691,ACC02691,2023,-15,1,1570552.41,0.8388,R17,Healthcare,291,1874392.34,0.8223,0.50–0.99,7,6.352,0.776,2.956,,,,,,,,,,,,,,False
Q202302692,ACC02692,2023,20,1,3279797.18,0.5723,R22,Manufacturing,560,2818120.62,0.621,0.50–0.99,8,6.388,1.245,4.347,,,,,,,,,,,,,,False
Q202302693,ACC02693,2023,5,1,520456.77,0.801,R13,Logistics,109,524999.36,0.8589,0.50–0.99,9,6.285,1.878,3.272,,,,,,,,,,,,,,False
Q202302694,ACC02694,2023,20,1,3752819.81,0.9606,R13,Healthcare,463,3243251.94,0.9681,0.50–0.99,2,6.285,1.878,3.272,,,,,,,,,,,,,,False
Q202302695,ACC02695,2023,5,1,932021.77,0.2979,R08,Logistics,201,961850.8,0.2819,0.15–0.49,5,5.912,1.592,3.233,,,,,,,,,,,,,,False
Q202302696,ACC02696,2023,0,1,563818.86,0.8575,R02,Financial services,123,610837.09,0.8858,0.50–0.99,4,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302697,ACC02697,2023,10,1,1938120.72,1.6516,R39,Logistics,282,1851706.98,1.6869,1.50–2.49,2,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302698,ACC02698,2023,5,1,702699.84,0.8507,R40,Logistics,112,652330.48,0.8367,0.50–0.99,5,6.796,2.021,3.113,,,,,,,,,,,,,,False
Q202302699,ACC02699,2023,5,1,4482849.07,0.2577,R46,Logistics,783,4360968.42,0.2632,0.15–0.49,3,5.818,1.932,3.845,,,,,,,,,,,,,,False
Q202302700,ACC02700,2023,0,1,4203450.66,0.883,R07,Retail,570,4427376.18,0.8255,0.50–0.99,3,6.067,1.021,3.434,,,,,,,,,,,,,,False
Q202302701,ACC02701,2023,25,0,3748754.25,0.4687,R32,Manufacturing,512,3210991.63,0.5021,0.50–0.99,9,4.925,2.096,2.825,,,,,,,,,,,,,,False
Q202302702,ACC02702,2023,5,1,1798937.46,0.4483,R12,Manufacturing,337,1718865.41,0.3489,0.15–0.49,7,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302703,ACC02703,2023,15,0,1215916.52,0.1965,R16,Hospitality,213,1125421.81,0.2571,0.15–0.49,7,5.77,1.945,4.71,,,,,,,,,,,,,,False
Q202302704,ACC02704,2023,15,0,1114967.79,0.6421,R02,Manufacturing,100,985470.49,0.6758,0.50–0.99,9,6.372,2.446,2.753,,,,,,,,,,,,,,False
Q202302705,ACC02705,2023,10,1,8694887.57,0.4456,R42,Financial services,1592,8161310.63,0.4472,0.15–0.49,3,5.459,2.631,3.842,,,,,,,,,,,,,,False
Q202302706,ACC02706,2023,15,1,1745635.51,0.5446,R47,Technology,287,1502694.23,0.5111,0.50–0.99,8,5.224,1.71,4.764,,,,,,,,,,,,,,False
Q202302707,ACC02707,2023,-5,1,1901364.16,0.8427,R25,Healthcare,313,1965546.22,0.8743,0.50–0.99,12,5.785,1.143,4.006,,,,,,,,,,,,,,False
Q202302708,ACC02708,2023,10,1,696901.58,1.3157,R39,Financial services,113,652044.23,1.406,1.00–1.49,5,6.031,1.742,3.346,,,,,,,,,,,,,,False
Q202302709,ACC02709,2023,15,1,792292.16,0.5882,R48,Manufacturing,108,728914.24,0.6029,0.50–0.99,2,6.162,1.375,4.062,,,,,,,,,,,,,,False
Q202302710,ACC02710,2023,5,1,462731.58,0.3747,R40,Manufacturing,73,446204.05,0.3986,0.15–0.49,11,6.796,2.021,3.113,,,,,,,,,,,,,,False
Q202302711,ACC02711,2023,5,1,898408.22,0.3225,R12,Logistics,152,918351.39,0.2774,0.15–0.49,6,6.755,1.708,3.622,,,,,,,,,,,,,,False
Q202302712,ACC02712,2023,0,1,2016540.26,1.5988,R15,Logistics,282,1989441.26,1.673,1.50–2.49,3,6.813,1.534,2.978,,,,,,,,,,,,,,False
Q202302713,ACC02713,2023,10,0,3325238.43,0.4422,R27,Financial services,693,3265537.69,0.3721,0.15–0.49,8,5.756,1.129,3.181,,,,,,,,,,,,,,False
Q202302714,ACC02714,2023,-15,1,1264988.75,0.81,R07,Professional services,259,1492278.39,0.731,0.50–0.99,8,6.067,1.021,3.434,,,,,,,,,,,,,,False
Q202302715,ACC02715,2023,-10,1,2257894.25,0.508,R03,Financial services,400,2704871.82,0.5545,0.50–0.99,10,6.801,1.503,3.485,,,,,,,,,,,,,,False
Q202302716,ACC02716,2023,25,0,936305.74,0.2922,R31,Technology,116,744836.67,0.2285,0.15–0.49,1,6.06,1.539,3.951,,,,,,,,,,,,,,False
Q202302717,ACC02717,2023,5,1,749707.77,1.4791,R25,Financial services,120,740899.99,1.4453,1.00–1.49,5,5.785,1.143,4.006,,,,,,,,,,,,,,False
Q202302718,ACC02718,2023,5,1,9594694.41,0.8892,R24,Logistics,1127,9355924.73,0.8486,0.50–0.99,8,4.632,1.054,6.357,,,,,,,,,,,,,,False
Q202302719,ACC02719,2023,20,1,5143963.15,4.855,R11,Healthcare,567,4266107.57,4.8269,2.50–5.00,5,6.086,1.264,3.886,,,,,,,,,,,,,,False
Q202302720,ACC02720,2023,25,1,1467056.71,2.0869,R06,Technology,224,1274970.08,2.1121,1.50–2.49,1,5.043,2.543,3.931,,,,,,,,,,,,,,False
Q202302721,ACC02721,2023,10,1,2030415.18,1.475,R06,Hospitality,360,1885416.62,1.4792,1.00–1.49,6,5.043,2.543,3.931,,,,,,,,,,,,,,False
