account_id,rating_region,industry,renewal_month,covered_lives_2025,annual_premium_2025,latest_risk_score,risk_band,latest_premium,paid_claims,latest_mlr,latest_claim_count,latest_claim_frequency,latest_claim_severity,median_claim,p90_claim,max_claim,claims_premium_gap,loss_making,unemployment_rate_2025,renewed_flag_2023,renewed_flag_2024,renewed_flag_2025,quoted_rate_change_pct_2023,quoted_rate_change_pct_2024,quoted_rate_change_pct_2025,quoted_annual_premium_2023,quoted_annual_premium_2024,quoted_annual_premium_2025,risk_score_at_quote_2023,risk_score_at_quote_2024,risk_score_at_quote_2025,renewal_count_3yr,renewal_rate_3yr,rate_change_mean_3yr,rate_change_slope,risk_score_change,historical_loss_making_indicator,three_year_average_mlr,claims_trend
ACC02211,R23,Retail,10,78,657896.38,1.3496,1.00–1.49,602181.07,739160.97,1.2274729426482969,74,0.9487179487179487,9988.661756756755,2707.5299999999997,19458.146000000004,156140.75,136979.90000000002,True,3.089,1.0,1.0,1.0,5.0,0.0,-5.0,710130.62,673467.88,602181.07,1.4707,1.3074,1.3904,3.0,1.0,0.0,-5.0,-0.08029999999999982,1,,
ACC02212,R34,Technology,7,140,1043621.08,1.2057,1.00–1.49,1176130.87,1121603.06,0.9536379739781848,125,0.8928571428571429,8972.824480000001,2494.57,18137.512000000006,297616.76,-54527.810000000056,False,4.089,1.0,0.0,1.0,-10.0,10.0,10.0,948980.46,1159998.19,1176130.87,1.2034,1.1828,1.3051,2.0,0.6666666666666666,3.3333333333333335,10.0,0.1016999999999999,0,,
ACC02213,R45,Retail,6,94,579275.6,0.3011,0.15–0.49,666603.24,92435.86,0.1386669827767414,38,0.40425531914893614,2432.5226315789473,1401.08,4563.903000000003,20864.27,-574167.38,False,3.438,1.0,1.0,1.0,-5.0,15.0,25.0,565010.9,627865.25,666603.24,0.2859,0.3408,0.3881,3.0,1.0,11.666666666666666,15.0,0.10220000000000001,0,,
ACC02214,R04,Logistics,9,376,2208956.45,0.8462,0.50–0.99,2596659.79,1084945.1,0.4178233529776344,247,0.6569148936170213,4392.49028340081,1645.52,8906.010000000006,108716.88,-1511714.69,False,2.271,1.0,1.0,1.0,-5.0,20.0,15.0,1970714.97,2508556.9,2596659.79,0.8819,0.7659,0.8793,3.0,1.0,10.0,10.0,-0.0026000000000000467,0,,
ACC02215,R05,Hospitality,11,654,4451442.76,2.671,2.50–5.00,4744633.53,19916529.080000002,4.197695976742803,936,1.4311926605504588,21278.343034188038,6966.5650000000005,50761.905,647987.25,15171895.55,True,3.266,1.0,0.0,1.0,10.0,0.0,15.0,4905720.92,4051335.06,4744633.53,2.6955,2.6937,2.6121,2.0,0.6666666666666666,8.333333333333334,2.5,-0.08340000000000014,1,,
ACC02216,R26,Manufacturing,8,329,1697871.97,0.6121,0.50–0.99,1805557.18,1361356.71,0.7539814994947986,252,0.7659574468085106,5402.2091666666665,1807.93,12499.140000000003,179084.07,-444200.47,False,3.633,1.0,1.0,1.0,0.0,0.0,15.0,1594832.89,1568308.56,1805557.18,0.6914,0.6728,0.6734,3.0,1.0,5.0,7.5,-0.018000000000000016,0,,
ACC02217,R36,Manufacturing,10,99,781097.12,1.759,1.50–2.49,650228.06,1164908.02,1.7915376029757928,97,0.9797979797979798,12009.361030927836,4213.49,24086.184000000005,205189.68,514679.95999999996,True,3.502,0.0,1.0,1.0,5.0,15.0,-15.0,819007.52,821363.9,650228.06,1.8293,1.7698,1.7474,2.0,0.6666666666666666,1.6666666666666667,-10.0,-0.08189999999999986,1,,
ACC02218,R16,Hospitality,5,980,4406442.54,1.102,1.00–1.49,4400587.05,7320704.27,1.663574470138024,854,0.8714285714285714,8572.253243559719,2868.035,21122.66500000001,573848.28,2920117.2199999997,True,4.115,1.0,1.0,1.0,-15.0,5.0,0.0,3477629.64,4598467.02,4400587.05,1.136,1.1513,1.141,3.0,1.0,-3.3333333333333335,7.5,0.0050000000000001155,1,,
ACC02219,R36,Financial services,8,178,1004121.81,0.5459,0.50–0.99,983808.62,441846.86,0.44911871172667706,112,0.6292134831460674,3945.0612499999997,1265.315,10608.726,43768.72,-541961.76,False,3.502,1.0,1.0,1.0,10.0,10.0,0.0,1069585.9,1085801.7,983808.62,0.6432,0.5807,0.6253,3.0,1.0,6.666666666666667,-5.0,-0.017900000000000027,0,,
ACC02220,R05,Manufacturing,11,131,947160.97,2.1028,1.50–2.49,937629.68,2004212.3,2.137530778675863,142,1.083969465648855,14114.171126760564,4445.32,29235.478000000003,268633.46,1066582.62,True,3.266,1.0,1.0,1.0,15.0,-15.0,0.0,996201.02,763769.87,937629.68,2.1586,2.1159,2.0848,3.0,1.0,0.0,-7.5,-0.07379999999999987,1,,
ACC02221,R35,Financial services,4,946,4967139.03,0.165,0.15–0.49,5427627.67,1335826.18,0.24611603102097088,442,0.46723044397463004,3022.2311764705883,1096.845,8503.207,125060.18,-4091801.49,False,3.086,1.0,1.0,0.0,-15.0,15.0,15.0,4236555.32,5271751.22,5427627.67,0.0518,0.175,0.2117,2.0,0.6666666666666666,5.0,15.0,0.1599,0,,
ACC02222,R27,Hospitality,2,151,765655.82,0.213,0.15–0.49,678973.78,277332.89,0.40845890985657796,84,0.5562913907284768,3301.582023809524,1423.96,8231.110000000002,28187.93,-401640.89,False,3.276,1.0,1.0,1.0,20.0,0.0,-10.0,839025.39,763355.43,678973.78,0.2565,0.255,0.0402,3.0,1.0,3.3333333333333335,-15.0,-0.2163,0,,
ACC02223,R24,Manufacturing,4,328,1860907.19,0.1754,0.15–0.49,1775928.37,492476.17,0.2773063251419312,159,0.4847560975609756,3097.334402515723,1182.76,6519.664000000022,37521.89,-1283452.2000000002,False,3.647,1.0,0.0,1.0,-5.0,5.0,0.0,1802282.06,1972084.98,1775928.37,0.1781,0.1022,0.2564,2.0,0.6666666666666666,0.0,2.5,0.07830000000000001,0,,
ACC02224,R20,Financial services,5,109,690973.35,0.7661,0.50–0.99,669800.18,378546.05,0.565162657913887,70,0.6422018348623854,5407.800714285714,1498.6,8976.854000000001,98911.34,-291254.13000000006,False,3.155,1.0,0.0,1.0,15.0,10.0,-5.0,811524.84,767136.43,669800.18,0.729,0.8358,0.8646,2.0,0.6666666666666666,6.666666666666667,-10.0,0.13560000000000005,0,,
ACC02225,R46,Hospitality,5,74,607851.97,0.8833,0.50–0.99,556204.43,396985.0,0.7137393709719284,35,0.47297297297297297,11342.42857142857,3025.19,35444.252,96564.95,-159219.43000000005,False,4.229,1.0,1.0,1.0,15.0,10.0,-5.0,702492.14,632168.17,556204.43,0.8324,0.8547,0.7685,3.0,1.0,6.666666666666667,-10.0,-0.06390000000000007,0,,
ACC02226,R02,Professional services,3,234,1497066.36,0.9737,0.50–0.99,1505204.19,834909.0700000001,0.5546816010391256,150,0.6410256410256411,5566.060466666667,2008.425,12781.861999999992,103717.51,-670295.1199999999,False,2.78,0.0,1.0,1.0,-5.0,0.0,5.0,1319163.75,1487738.71,1505204.19,0.9791,1.0254,0.9474,2.0,0.6666666666666666,0.0,5.0,-0.03169999999999995,0,,
ACC02227,R09,Professional services,6,443,2625935.62,1.2977,1.00–1.49,2446668.59,2651602.49,1.0837603837469465,388,0.8758465011286681,6834.027036082475,2451.4,17626.848,134073.82,204933.90000000037,True,3.67,1.0,1.0,1.0,0.0,-10.0,0.0,2491609.51,2234828.7,2446668.59,1.2983,1.34,1.3182,3.0,1.0,-3.3333333333333335,0.0,0.01990000000000003,1,,
ACC02228,R10,Financial services,3,138,862032.39,0.2135,0.15–0.49,902550.24,481168.62999999995,0.5331211589949829,85,0.6159420289855072,5660.807411764706,937.89,6727.634000000001,220167.12,-421381.61000000004,False,2.355,1.0,1.0,1.0,0.0,10.0,10.0,812174.05,952854.75,902550.24,0.185,0.23,0.1449,3.0,1.0,6.666666666666667,5.0,-0.0401,0,,
ACC02229,R38,Hospitality,7,467,3445407.08,1.0311,1.00–1.49,3726844.48,3113394.17,0.8353968583094725,373,0.7987152034261242,8346.901260053619,2966.27,21575.74200000001,145632.56,-613450.31,False,4.048,1.0,1.0,1.0,5.0,5.0,10.0,3547258.86,3506871.15,3726844.48,1.0568,1.0482,1.0647,3.0,1.0,6.666666666666667,2.5,0.007900000000000018,0,,
ACC02230,R22,Financial services,10,102,605070.66,0.2509,0.15–0.49,699750.35,305375.81,0.43640679851035447,45,0.4411764705882353,6786.129111111111,1264.74,11069.972000000002,90899.94,-394374.54,False,4.083,0.0,0.0,1.0,15.0,-5.0,15.0,697630.46,560806.83,699750.35,0.357,0.2811,0.1726,1.0,0.3333333333333333,8.333333333333334,0.0,-0.18439999999999998,0,,
ACC02231,R46,Retail,7,528,4538132.07,2.1398,1.50–2.49,4606633.82,8028905.7,1.742900784764351,572,1.0833333333333333,14036.548426573427,4373.04,33575.41899999995,434464.23,3422271.88,True,4.229,1.0,1.0,1.0,-5.0,-5.0,0.0,4230055.15,4014134.17,4606633.82,2.1206,2.1173,2.0645,3.0,1.0,-3.3333333333333335,2.5,-0.05610000000000026,1,,
ACC02232,R30,Hospitality,5,430,3047707.18,0.912,0.50–0.99,3087788.59,1442848.86,0.46727579234950156,303,0.7046511627906977,4761.877425742575,1903.27,11380.308,109864.27,-1644939.7299999997,False,3.218,1.0,0.0,1.0,15.0,25.0,0.0,3493150.54,3866056.44,3087788.59,0.8481,0.8516,0.9224,2.0,0.6666666666666666,13.333333333333334,-7.5,0.07430000000000003,0,,
ACC02233,R48,Retail,8,538,3251123.05,0.3971,0.15–0.49,3316852.69,651237.58,0.1963420268748806,241,0.4479553903345725,2702.2306224066388,1233.0,5921.47,56748.84,-2665615.11,False,3.414,0.0,1.0,1.0,15.0,-5.0,5.0,3786001.14,3146722.06,3316852.69,0.4791,0.3743,0.3604,2.0,0.6666666666666666,5.0,-5.0,-0.11870000000000003,0,,
ACC02234,R29,Hospitality,2,286,1658555.86,0.3175,0.15–0.49,1982357.83,373728.11,0.18852706829422414,146,0.5104895104895105,2559.7815753424657,1058.53,6749.755,26019.75,-1608629.7200000002,False,3.877,1.0,1.0,0.0,-5.0,10.0,25.0,1495067.47,1762914.41,1982357.83,0.2134,0.2704,0.3486,2.0,0.6666666666666666,10.0,15.0,0.13520000000000001,0,,
ACC02235,R10,Hospitality,11,92,563845.67,1.4707,1.00–1.49,560643.7,459167.26,0.8190001243213828,78,0.8478260869565217,5886.759743589743,3129.74,17484.888999999996,30417.21,-101476.43999999994,False,2.355,1.0,1.0,1.0,5.0,10.0,5.0,572980.17,579927.35,560643.7,1.4786,1.4803,1.4682,3.0,1.0,6.666666666666667,0.0,-0.010399999999999965,0,,
ACC02236,R09,Retail,2,126,625682.75,0.4062,0.15–0.49,588261.27,112744.03,0.19165638764557796,56,0.4444444444444444,2013.2862499999999,1033.41,5136.83,9454.27,-475517.24,False,3.67,1.0,0.0,1.0,20.0,5.0,0.0,772619.96,636040.15,588261.27,0.3631,0.4082,0.3619,2.0,0.6666666666666666,8.333333333333334,-10.0,-0.0011999999999999789,0,,
ACC02237,R36,Manufacturing,2,197,1470922.68,0.6865,0.50–0.99,1213328.39,537124.35,0.44268670742963495,135,0.6852791878172588,3978.6988888888886,1714.97,8781.434000000008,79237.39,-676204.0399999999,False,3.502,1.0,1.0,1.0,5.0,15.0,-15.0,1421650.61,1675393.85,1213328.39,0.7167,0.6035,0.7395,3.0,1.0,1.6666666666666667,-10.0,0.022800000000000042,0,,
ACC02238,R42,Logistics,12,62,664228.64,0.6842,0.50–0.99,717476.82,135959.05,0.1894960871349126,36,0.5806451612903226,3776.6402777777776,2396.625,7427.54,16818.97,-581517.77,False,3.317,0.0,1.0,1.0,-15.0,5.0,10.0,547703.3,639276.45,717476.82,0.613,0.6626,0.7351,2.0,0.6666666666666666,0.0,12.5,0.12209999999999999,0,,
ACC02239,R32,Hospitality,3,429,3114010.15,1.4464,1.00–1.49,3319210.09,2733314.58,0.8234834511484629,377,0.8787878787878788,7250.171299734749,2374.43,19658.564000000002,154538.27,-585895.5099999998,False,2.694,1.0,0.0,1.0,-5.0,0.0,5.0,3014071.67,2996634.34,3319210.09,1.5024,1.4512,1.4768,2.0,0.6666666666666666,0.0,5.0,-0.025600000000000067,0,,
ACC02240,R09,Financial services,12,221,1237871.28,0.9039,0.50–0.99,1449065.15,694194.35,0.4790635879967164,153,0.6923076923076923,4537.217973856209,1384.45,8902.928000000002,91027.65,-754870.7999999999,False,3.67,1.0,1.0,1.0,-10.0,-5.0,20.0,1146789.1,1141278.43,1449065.15,0.922,0.8772,0.8882,3.0,1.0,1.6666666666666667,15.0,-0.03380000000000005,0,,
ACC02241,R05,Healthcare,3,102,570454.17,0.4098,0.15–0.49,669589.02,202422.7,0.3023088699990929,49,0.4803921568627451,4131.075510204082,1131.04,10116.040000000019,41388.87,-467166.32,False,3.266,1.0,0.0,1.0,10.0,15.0,20.0,595196.39,655768.16,669589.02,0.4503,0.2987,0.3673,2.0,0.6666666666666666,15.0,5.0,-0.08299999999999996,0,,
ACC02242,R07,Manufacturing,4,255,1634907.06,1.3453,1.00–1.49,1565606.77,1400248.08,0.8943804452250804,199,0.7803921568627451,7036.4225125628145,3094.62,13144.538000000006,129233.08,-165358.68999999994,False,3.359,1.0,1.0,1.0,0.0,25.0,5.0,1640585.2,2020516.09,1565606.77,1.2786,1.4668,1.3563,3.0,1.0,10.0,2.5,0.0777000000000001,0,,
ACC02243,R14,Professional services,12,672,4526967.87,0.8029,0.50–0.99,4531898.41,2398136.72,0.5291682432042867,459,0.6830357142857143,5224.698736383442,1608.15,11900.629999999996,307484.7,-2133761.69,False,4.013,1.0,1.0,1.0,-5.0,10.0,0.0,4122023.71,4574748.68,4531898.41,0.8393,0.7772,0.7931,3.0,1.0,1.6666666666666667,2.5,-0.04620000000000002,0,,
ACC02244,R23,Professional services,2,225,1899728.42,0.5557,0.50–0.99,1955687.9,882318.68,0.4511551561984916,158,0.7022222222222222,5584.295443037975,1878.8249999999998,10995.307000000003,123252.94,-1073369.2199999997,False,3.089,1.0,1.0,1.0,-5.0,0.0,5.0,1692610.88,1935983.9,1955687.9,0.5486,0.6071,0.5502,3.0,1.0,0.0,5.0,0.0016000000000000458,0,,
ACC02245,R11,Logistics,12,80,584709.46,0.8081,0.50–0.99,542468.05,364245.4,0.6714596371159555,63,0.7875,5781.673015873016,2212.24,14441.65600000002,50043.35,-178222.65000000002,False,3.905,1.0,1.0,1.0,15.0,25.0,0.0,620912.23,714557.52,542468.05,0.8088,0.8706,0.816,3.0,1.0,13.333333333333334,-7.5,0.007199999999999984,0,,
ACC02246,R45,Hospitality,6,375,2559598.57,0.9252,0.50–0.99,2528208.99,1216360.46,0.48111547139146904,259,0.6906666666666667,4696.372432432432,2045.04,12037.542000000001,51573.24,-1311848.5300000003,False,3.438,1.0,1.0,1.0,10.0,0.0,5.0,2876538.11,2366609.85,2528208.99,0.941,0.9535,0.9279,3.0,1.0,5.0,-2.5,-0.0131,0,,
ACC02247,R03,Retail,10,267,1402230.01,0.2175,0.15–0.49,1431274.49,462538.22000000003,0.323165279079347,153,0.5730337078651685,3023.125620915033,1130.35,6448.734,45546.72,-968736.27,False,3.009,1.0,1.0,1.0,20.0,10.0,0.0,1590609.78,1568988.45,1431274.49,0.2405,0.1382,0.2368,3.0,1.0,10.0,-10.0,-0.003699999999999981,0,,
ACC02248,R46,Technology,2,306,2459294.44,1.3786,1.00–1.49,2281479.32,2095829.06,0.9186272440111358,249,0.8137254901960784,8416.984176706828,2632.55,22167.22000000001,281879.95,-185650.25999999978,False,4.229,1.0,1.0,1.0,5.0,10.0,0.0,2615213.69,2703597.15,2281479.32,1.4101,1.3517,1.3314,3.0,1.0,5.0,-2.5,-0.07869999999999999,0,,
ACC02249,R26,Professional services,9,345,1939314.61,1.3827,1.00–1.49,1927093.66,1839782.76,0.9546929649490934,274,0.7942028985507247,6714.535620437956,2542.41,15342.749000000003,124938.12,-87310.8999999999,False,3.633,0.0,1.0,1.0,5.0,5.0,5.0,1968091.3,1930038.1,1927093.66,1.2723,1.3921,1.36,2.0,0.6666666666666666,5.0,0.0,0.08770000000000011,0,,
ACC02250,R28,Logistics,11,133,960163.87,0.15,0.15–0.49,942771.31,177039.0,0.18778573140924282,47,0.3533834586466165,3766.7872340425533,1421.1,9091.892,32069.98,-765732.31,False,4.766,1.0,1.0,1.0,10.0,5.0,0.0,1067322.63,944329.44,942771.31,0.1564,0.1802,0.1391,3.0,1.0,5.0,-5.0,-0.01730000000000001,0,,
ACC02251,R19,Healthcare,6,527,3295130.66,1.4377,1.00–1.49,2786460.78,3106128.36,1.1147217223706984,456,0.8652751423149905,6811.6849999999995,2475.87,16852.64,140088.85,319667.5800000001,True,4.492,1.0,1.0,1.0,10.0,20.0,-15.0,3668330.2,3608461.99,2786460.78,1.3633,1.3521,1.4347,3.0,1.0,5.0,-12.5,0.07140000000000013,1,,
ACC02252,R22,Hospitality,9,108,751758.48,0.3324,0.15–0.49,820157.89,169638.99000000002,0.20683699086282034,51,0.4722222222222222,3326.2547058823534,1408.16,10257.18,19484.68,-650518.9,False,4.083,1.0,1.0,0.0,-5.0,0.0,15.0,688032.33,724865.31,820157.89,0.2993,0.3415,0.2649,2.0,0.6666666666666666,3.3333333333333335,10.0,-0.034399999999999986,0,,
ACC02253,R14,Retail,12,446,2658823.74,0.9515,0.50–0.99,2751557.65,2049724.84,0.7449325439356141,306,0.6860986547085202,6698.447189542484,1899.47,13526.375,289746.04,-701832.8099999998,False,4.013,1.0,1.0,1.0,-5.0,5.0,10.0,2470893.59,2813251.03,2751557.65,1.0142,1.0143,0.9122,3.0,1.0,3.3333333333333335,7.5,-0.10199999999999998,0,,
ACC02254,R27,Financial services,12,125,1172561.18,2.2564,1.50–2.49,1274557.28,1570828.71,1.2324504631129642,151,1.208,10402.839139072847,3638.97,20315.88,237397.77,296271.42999999993,True,3.276,1.0,1.0,1.0,-5.0,10.0,15.0,1119381.44,1261878.43,1274557.28,2.2272,2.2777,2.3023,3.0,1.0,6.666666666666667,10.0,0.07509999999999994,1,,
ACC02255,R32,Manufacturing,2,129,1296775.96,1.6668,1.50–2.49,1437304.52,1018072.83,0.7083208991786931,131,1.0155038759689923,7771.5483206106865,3620.18,16570.64,96261.09,-419231.69000000006,False,2.694,1.0,1.0,1.0,-15.0,-5.0,10.0,1090076.06,1230160.46,1437304.52,1.7031,1.7492,1.7201,3.0,1.0,-3.3333333333333335,12.5,0.016999999999999904,0,,
ACC02256,R40,Retail,4,583,5318384.36,1.7038,1.50–2.49,5401084.69,8202837.0600000005,1.5187388331805625,592,1.0154373927958833,13856.143682432434,4568.629999999999,32114.94599999999,484554.09,2801752.37,True,3.722,1.0,1.0,1.0,0.0,10.0,10.0,5178586.91,5363313.94,5401084.69,1.5511,1.6724,1.6706,3.0,1.0,6.666666666666667,5.0,0.11950000000000016,1,,
ACC02257,R42,Retail,10,307,1412857.36,0.4029,0.15–0.49,1452009.32,506533.24,0.3488498544899147,146,0.4755700325732899,3469.4057534246576,1277.79,10459.465,28528.26,-945476.0800000001,False,3.317,1.0,1.0,1.0,-10.0,0.0,5.0,1252722.96,1445166.82,1452009.32,0.4519,0.5004,0.404,3.0,1.0,-1.6666666666666667,7.5,-0.0479,0,,
ACC02258,R36,Manufacturing,5,222,1462777.08,0.74,0.50–0.99,1593244.44,813289.46,0.5104611945170197,144,0.6486486486486487,5647.843472222222,1794.4850000000001,13924.42100000002,75929.78,-779954.98,False,3.502,1.0,1.0,1.0,15.0,5.0,10.0,1533218.45,1578552.56,1593244.44,0.7095,0.7614,0.7304,3.0,1.0,10.0,-2.5,0.02090000000000003,0,,
ACC02259,R26,Professional services,11,197,1153032.45,0.9759,0.50–0.99,1120782.4,594637.93,0.5305560918872388,121,0.6142131979695431,4914.36305785124,1572.06,12517.41,41147.77,-526144.4699999999,False,3.633,1.0,1.0,1.0,15.0,0.0,5.0,1253628.7,1057659.74,1120782.4,0.8382,0.9648,1.0316,3.0,1.0,6.666666666666667,-5.0,0.19340000000000013,0,,
ACC02260,R39,Retail,11,125,1003266.49,0.6155,0.50–0.99,985422.67,647753.8300000001,0.6573360342927772,82,0.656,7899.4369512195135,1714.7649999999999,12307.863000000001,287162.08,-337668.83999999997,False,3.907,1.0,1.0,1.0,20.0,5.0,5.0,1179509.41,965989.75,985422.67,0.5958,0.6273,0.5935,3.0,1.0,10.0,-7.5,-0.0022999999999999687,0,,
ACC02261,R11,Professional services,10,172,938677.7,0.7129,0.50–0.99,991019.3,522722.49,0.5274594450380532,116,0.6744186046511628,4506.228362068965,1892.23,12619.904999999999,41559.47,-468296.81000000006,False,3.905,1.0,1.0,0.0,0.0,10.0,15.0,920197.23,944506.71,991019.3,0.6762,0.6172,0.7925,2.0,0.6666666666666666,8.333333333333334,7.5,0.11629999999999996,0,,
ACC02262,R24,Retail,12,243,1844643.32,2.4131,1.50–2.49,1901335.94,3194342.37,1.6800515378676322,283,1.1646090534979423,11287.42886925795,3976.36,26323.634000000002,210414.47,1293006.4300000002,True,3.647,1.0,1.0,0.0,5.0,15.0,10.0,1821739.49,1951301.62,1901335.94,2.3917,2.4365,2.3174,2.0,0.6666666666666666,10.0,2.5,-0.07430000000000003,1,,
ACC02263,R20,Retail,2,284,2024001.41,0.8725,0.50–0.99,2202849.06,1070992.5999999999,0.4861851950945744,184,0.647887323943662,5820.611956521739,1808.835,13950.870000000026,180733.27,-1131856.4600000002,False,3.155,1.0,0.0,1.0,5.0,20.0,10.0,2020693.25,2234763.04,2202849.06,0.8969,0.8231,0.8879,2.0,0.6666666666666666,11.666666666666666,2.5,-0.009000000000000008,0,,
ACC02264,R06,Professional services,3,81,532057.97,0.6052,0.50–0.99,569723.52,320283.38,0.5621733503296477,42,0.5185185185185185,7625.794761904762,1130.8200000000002,17720.748,109061.88,-249440.14,False,3.972,1.0,1.0,1.0,15.0,25.0,5.0,595105.22,645038.71,569723.52,0.5794,0.5378,0.5464,3.0,1.0,15.0,-5.0,-0.03300000000000003,0,,
ACC02265,R35,Financial services,1,121,862750.28,1.1558,1.00–1.49,905334.68,1403315.52,1.5500516560350919,100,0.8264462809917356,14033.155200000001,3222.5249999999996,22732.72900000002,674006.62,497980.83999999997,True,3.086,1.0,0.0,0.0,0.0,-10.0,5.0,811731.4,795639.83,905334.68,1.1786,1.1071,1.1719,1.0,0.3333333333333333,-1.6666666666666667,2.5,-0.00670000000000015,1,,
ACC02266,R08,Technology,7,74,373631.2,3.3786,2.50–5.00,326384.9,1260852.75,3.863085424601444,107,1.445945945945946,11783.670560747663,5886.07,31084.872,91205.95,934467.85,True,3.434,1.0,1.0,1.0,25.0,15.0,-5.0,434001.25,397900.19,326384.9,3.3365,3.5036,3.3589,3.0,1.0,11.666666666666666,-15.0,0.022400000000000198,1,,
ACC02267,R31,Hospitality,8,822,3205952.68,0.2418,0.15–0.49,3141556.99,1497923.12,0.4768091506116526,396,0.48175182481751827,3782.6341414141416,1220.1599999999999,9548.675,90055.55,-1643633.87,False,2.778,0.0,1.0,1.0,-5.0,15.0,5.0,2875894.37,3708437.3,3141556.99,0.2623,0.2878,0.2502,2.0,0.6666666666666666,5.0,5.0,-0.0121,0,,
ACC02268,R13,Logistics,8,148,1040134.78,0.5441,0.50–0.99,1108393.51,437404.39999999997,0.3946291601797632,89,0.6013513513513513,4914.65617977528,1683.44,13952.982,72198.48,-670989.1100000001,False,2.464,1.0,1.0,1.0,10.0,0.0,5.0,1093300.44,1003089.81,1108393.51,0.5447,0.5833,0.6014,3.0,1.0,5.0,-2.5,0.056700000000000084,0,,
ACC02269,R16,Healthcare,8,717,5735923.23,1.8185,1.50–2.49,6093273.96,9488161.41,1.5571532598544118,768,1.0711297071129706,12354.3768359375,3685.75,27718.06200000001,479896.38,3394887.45,True,4.115,0.0,1.0,1.0,15.0,5.0,10.0,6320949.41,5527233.67,6093273.96,1.7995,1.8671,1.8412,2.0,0.6666666666666666,10.0,-2.5,0.04169999999999985,1,,
ACC02270,R12,Financial services,1,217,1507325.58,0.7991,0.50–0.99,1277759.19,907860.8,0.7105100922811599,138,0.6359447004608295,6578.701449275362,2015.9650000000001,16053.554999999998,131170.79,-369898.3899999999,False,2.083,1.0,1.0,1.0,-10.0,10.0,-10.0,1289655.3,1629854.42,1277759.19,0.7085,0.733,0.7479,3.0,1.0,-3.3333333333333335,0.0,0.03939999999999999,0,,
ACC02271,R26,Financial services,7,374,3031176.82,1.1549,1.00–1.49,2879306.57,2504601.72,0.8698628156153585,309,0.8262032085561497,8105.50718446602,2750.69,19157.588,333804.37,-374704.8499999996,False,3.633,1.0,1.0,0.0,5.0,0.0,-5.0,3121098.29,2993391.98,2879306.57,1.1123,1.2191,1.2306,2.0,0.6666666666666666,0.0,-5.0,0.11829999999999985,0,,
ACC02272,R20,Financial services,5,108,761063.34,0.5839,0.50–0.99,793089.35,230468.66,0.2905960847917073,68,0.6296296296296297,3389.245,1385.5149999999999,7077.361000000002,31411.82,-562620.69,False,3.155,1.0,0.0,1.0,0.0,5.0,10.0,753887.39,792697.76,793089.35,0.5989,0.5687,0.6509,2.0,0.6666666666666666,5.0,5.0,0.052000000000000046,0,,
ACC02273,R15,Healthcare,5,72,527465.83,0.308,0.15–0.49,619205.62,66559.08,0.10749107865009365,38,0.5277777777777778,1751.5547368421053,1184.19,3624.811000000002,11761.01,-552646.54,False,2.489,0.0,1.0,0.0,15.0,-10.0,20.0,577740.34,481768.44,619205.62,0.2623,0.3494,0.4335,1.0,0.3333333333333333,8.333333333333334,2.5,0.17120000000000002,0,,
ACC02274,R20,Healthcare,3,564,3894844.56,2.0122,1.50–2.49,3906443.78,6155026.7,1.5756086729091492,598,1.0602836879432624,10292.686789297659,4088.38,25174.97600000001,129415.71,2248582.9200000004,True,3.155,1.0,1.0,1.0,0.0,-15.0,0.0,3811115.93,3105396.79,3906443.78,2.0559,2.0064,2.0065,3.0,1.0,-5.0,0.0,-0.04939999999999989,1,,
ACC02275,R40,Logistics,10,239,1120814.21,0.5208,0.50–0.99,1199011.12,713494.42,0.5950690599099698,152,0.6359832635983264,4694.042236842106,1467.895,11539.243,68294.31,-485516.70000000007,False,3.722,1.0,0.0,1.0,20.0,-15.0,10.0,1286063.87,962844.53,1199011.12,0.5283,0.4737,0.573,2.0,0.6666666666666666,5.0,-5.0,0.04469999999999996,0,,
ACC02276,R36,Logistics,1,326,2179836.33,0.8827,0.50–0.99,2243551.67,1030523.36,0.4593267780634622,206,0.6319018404907976,5002.5405825242715,1868.73,12545.805,75262.99,-1213028.31,False,3.502,1.0,1.0,1.0,5.0,0.0,10.0,2219127.43,2242300.47,2243551.67,0.9342,0.8861,0.9264,3.0,1.0,5.0,2.5,-0.007800000000000029,0,,
ACC02277,R13,Healthcare,5,403,3029242.25,1.3552,1.00–1.49,3529855.42,2462724.66,0.6976842864572623,345,0.8560794044665012,7138.332347826087,2570.19,15449.96200000001,134992.7,-1067130.7599999998,False,2.464,1.0,1.0,0.0,-15.0,25.0,15.0,2538399.73,3687569.26,3529855.42,1.3445,1.3682,1.4087,2.0,0.6666666666666666,8.333333333333334,15.0,0.06420000000000003,0,,
ACC02278,R14,Retail,12,442,2750009.34,0.7879,0.50–0.99,3143354.92,1204242.02,0.3831072375371471,283,0.6402714932126696,4255.272155477031,1685.53,9793.920000000002,84855.35,-1939112.9,False,4.013,1.0,0.0,1.0,-5.0,20.0,15.0,2593809.46,3309879.63,3143354.92,0.7173,0.899,0.7762,2.0,0.6666666666666666,10.0,10.0,0.05889999999999995,0,,
